"id","collection_run_id","webcam_id","timestamp","image_filename","fog_score","fog_level","confidence","reasoning","visibility_estimate","weather_conditions","status","error_message","cloud_storage_path","created_at"
"16","6","fogcam","2025-08-28T22:31:29.420529Z","fogcam_20250828_223129.jpg","5","Clear","0.95","The image shows a clear sky with good visibility. There is no noticeable haze or reduction in visibility due to fog. Distant buildings and trees are clearly visible.",">10000","[""Clear"", ""Sunny""]","success","","gs://karlcam-fog-data/images/fogcam_20250828_223129.jpg","2025-08-28T22:31:31.334283Z"
"17","6","montara-mountain","2025-08-28T22:31:32.10913Z","montara-mountain_20250828_223132.jpg","0","Clear","1","The image shows a clear blue sky and excellent visibility to distant mountains.  There are no visual indicators of fog such as haze, reduced contrast, or obscuration of distant objects.",">10000","[""Clear"", ""Sunny""]","success","","gs://karlcam-fog-data/images/montara-mountain_20250828_223132.jpg","2025-08-28T22:31:35.282136Z"
"18","7","caltrans-i80-us101","2025-08-28T23:01:15.11188Z","caltrans-i80-us101_20250828_230115.jpg","0","Clear","1","The image shows excellent visibility.  There is no haze, mist, or reduction in visibility due to fog.  Objects are clearly visible at a significant distance.",">10000","[""Clear""]","success","","gs://karlcam-fog-data/images/caltrans-i80-us101_20250828_230115.jpg","2025-08-28T23:01:19.538024Z"
"19","7","marina-district","2025-08-28T23:01:19.859373Z","marina-district_20250828_230119.jpg","5","Clear","0.95","The image shows a clear view of the shoreline and hills across the water.  There is no visible fog obscuring the view.  The slight haziness could be atmospheric, not fog.",">10000","[""Clear"", ""Slight Haze""]","success","","gs://karlcam-fog-data/images/marina-district_20250828_230119.jpg","2025-08-28T23:01:22.314552Z"
"20","7","pacifica-pier","2025-08-28T23:01:22.758526Z","pacifica-pier_20250828_230122.jpg","0","Clear","1","The image shows a clear view of the ocean, a pier in the distance, and the horizon.  There is no visible haze or reduction in visibility that would indicate fog. The sky is clear and blue.",">10000","[""Clear"", ""Sunny""]","success","","gs://karlcam-fog-data/images/pacifica-pier_20250828_230122.jpg","2025-08-28T23:01:28.357109Z"
"21","7","fogcam","2025-08-28T23:01:29.249603Z","fogcam_20250828_230129.jpg","0","Clear","1","The image shows clear visibility.  Buildings and trees are sharply defined with no haze or reduction in contrast.  The sky is also clear.",">10000","[""Clear"", ""Sunny""]","success","","gs://karlcam-fog-data/images/fogcam_20250828_230129.jpg","2025-08-28T23:01:31.368744Z"
"22","7","montara-mountain","2025-08-28T23:01:32.17545Z","montara-mountain_20250828_230132.jpg","0","Clear","1","The image shows a clear blue sky and excellent visibility to distant mountains.  There are no visual indicators of fog, such as reduced visibility, haze, or muted colors.",">10000","[""Clear"", ""Sunny""]","success","","gs://karlcam-fog-data/images/montara-mountain_20250828_230132.jpg","2025-08-28T23:01:35.066809Z"
"23","8","caltrans-i80-us101","2025-08-28T23:31:35.845457Z","caltrans-i80-us101_20250828_233135.jpg","0","Clear","1","The image shows excellent visibility.  There is no haze, mist, or reduction in visibility that would indicate fog.  Objects are clearly visible at a significant distance.",">10000","[""Clear""]","success","","gs://karlcam-fog-data/images/caltrans-i80-us101_20250828_233135.jpg","2025-08-28T23:31:39.66086Z"
"24","8","marina-district","2025-08-28T23:31:39.932809Z","marina-district_20250828_233139.jpg","5","Clear","0.95","The image shows the Golden Gate Bridge and surrounding areas with good visibility.  There is a slight haze or atmospheric perspective, causing the distant hills and bridge to appear slightly less sharp and more muted in color than closer objects, but this is not indicative of fog.  Visibility appears to be excellent.","10000+","[""Clear"", ""Slight Haze""]","success","","gs://karlcam-fog-data/images/marina-district_20250828_233139.jpg","2025-08-28T23:31:42.100587Z"
"25","8","pacifica-pier","2025-08-28T23:31:42.524427Z","pacifica-pier_20250828_233142.jpg","0","Clear","1","The image shows clear visibility across the ocean and to the pier in the distance.  There are no signs of haze, mist, or reduced visibility.",">10000","[""Clear"", ""Sunny""]","success","","gs://karlcam-fog-data/images/pacifica-pier_20250828_233142.jpg","2025-08-28T23:31:44.670835Z"
"26","8","fogcam","2025-08-28T23:31:45.592005Z","fogcam_20250828_233145.jpg","10","Light Fog","0.8","There is a slight haziness visible in the distance, reducing the contrast and clarity of more distant objects.  However, visibility is still quite good; details of buildings and trees remain sharp in the foreground and midground. The haziness appears to be a thin layer of fog or possibly airborne particles.","1000+","[""Light Fog"", ""Clear Skies (partially obscured by fog)""]","success","","gs://karlcam-fog-data/images/fogcam_20250828_233145.jpg","2025-08-28T23:31:48.041885Z"
"27","8","montara-mountain","2025-08-28T23:31:48.678364Z","montara-mountain_20250828_233148.jpg","10","Light Fog","0.7","There is a very slight haze or light fog visible in the image, particularly noticeable on the distant mountains.  The details of the mountains are slightly obscured, but overall visibility remains relatively good.","5000 meters","[""Light Fog"", ""Clear Skies (mostly)"", ""Possible Mountain Haze""]","success","","gs://karlcam-fog-data/images/montara-mountain_20250828_233148.jpg","2025-08-28T23:31:51.673296Z"
"28","9","caltrans-i80-us101","2025-08-29T00:01:41.75862Z","caltrans-i80-us101_20250829_000141.jpg","0","Clear","1","The image shows excellent visibility.  There is no haze or reduction in clarity.  Objects are sharply defined at all distances visible in the frame.","Greater than 10000 meters","[""Clear""]","success","","gs://karlcam-fog-data/images/caltrans-i80-us101_20250829_000141.jpg","2025-08-29T00:01:45.753307Z"
"29","9","marina-district","2025-08-29T00:01:46.018751Z","marina-district_20250829_000146.jpg","10","Clear","0.95","The image shows the Golden Gate Bridge and surrounding landscape with good visibility.  There is no noticeable haze or reduction in visibility that would indicate fog. The colors are relatively distinct, and details on the bridge and hills are clearly visible.","10000+","[""Clear"", ""Slight wind""]","success","","gs://karlcam-fog-data/images/marina-district_20250829_000146.jpg","2025-08-29T00:01:48.642507Z"
"30","9","pacifica-pier","2025-08-29T00:01:49.076715Z","pacifica-pier_20250829_000149.jpg","0","Clear","1","The sky is clear and blue, with excellent visibility extending to the horizon.  The ocean is clearly visible, with no haze or reduction in clarity. The distant pier is also easily discernible.","10000+","[""clear"", ""sunny""]","success","","gs://karlcam-fog-data/images/pacifica-pier_20250829_000149.jpg","2025-08-29T00:01:51.60264Z"
"31","9","fogcam","2025-08-29T00:01:52.382155Z","fogcam_20250829_000152.jpg","10","Light Fog","0.8","A slight haziness is visible, reducing the contrast and sharpness of distant objects.  The overall scene is still quite clear, but there's a noticeable reduction in clarity compared to a perfectly clear day. This haziness is likely light fog or possibly a very light haze.","1000-2000 meters","[""Light Fog"", ""Sunny""]","success","","gs://karlcam-fog-data/images/fogcam_20250829_000152.jpg","2025-08-29T00:01:54.803004Z"
"32","9","montara-mountain","2025-08-29T00:01:55.685557Z","montara-mountain_20250829_000155.jpg","20","Light Fog","0.8","A thin layer of fog or mist is visible obscuring the tops of the mountains in the background.  The lower visibility is apparent in the haziness, but most details of the mountains and closer buildings remain visible. The sky is relatively clear.","5000","[""Light Fog"", ""Partly Cloudy""]","success","","gs://karlcam-fog-data/images/montara-mountain_20250829_000155.jpg","2025-08-29T00:01:58.909861Z"
"33","10","caltrans-i80-us101","2025-08-29T00:31:28.908343Z","caltrans-i80-us101_20250829_003128.jpg","0","Clear","1","The image shows excellent visibility.  Objects are clearly visible at a significant distance, with no haze or reduction in contrast that would indicate the presence of fog.","10000+","[""Clear""]","success","","gs://karlcam-fog-data/images/caltrans-i80-us101_20250829_003128.jpg","2025-08-29T00:31:32.202787Z"
"34","10","marina-district","2025-08-29T00:31:32.482317Z","marina-district_20250829_003132.jpg","15","Light Fog","0.8","The image shows a slightly hazy appearance, particularly in the mid-ground and background where the hills and the Golden Gate Bridge are located. The colors are slightly muted, and there's a reduction in contrast compared to what would be expected on a perfectly clear day.  However, visibility is still relatively good; the bridge and hills are clearly discernible.","5000 meters","[""Light Fog"", ""Windy""]","success","","gs://karlcam-fog-data/images/marina-district_20250829_003132.jpg","2025-08-29T00:31:34.853648Z"
"35","10","pacifica-pier","2025-08-29T00:31:35.255903Z","pacifica-pier_20250829_003135.jpg","0","Clear","1","The image shows a clear sky and excellent visibility.  The horizon is easily visible, and there is no haze or reduction in clarity.",">10000","[""clear"", ""sunny""]","success","","gs://karlcam-fog-data/images/pacifica-pier_20250829_003135.jpg","2025-08-29T00:31:37.418085Z"
"68","17","caltrans-i80-us101","2025-08-29T19:01:13.303923Z","caltrans-i80-us101_20250829_190113.jpg","10","Light Fog","0.7","A very slight haze or light fog is visible in the lower portion of the image, reducing contrast and slightly obscuring distant objects.  The overall visibility is still relatively good, with most features clearly discernible.","1000 meters","[""Light Fog"", ""Clear Skies (mostly)""]","success","","gs://karlcam-fog-data/images/caltrans-i80-us101_20250829_190113.jpg","2025-08-29T19:01:17.258091Z"
"36","10","fogcam","2025-08-29T00:31:38.113659Z","fogcam_20250829_003138.jpg","15","Light Fog","0.8","The image shows a slightly hazy or misty appearance, particularly in the distance.  Visibility is reduced somewhat, but distant buildings and trees are still clearly discernible.  There is no significant obscuration of objects, indicating light fog rather than dense fog. The haze might also be attributed to atmospheric dust or other particles.","1000-2000 meters","[""Light Fog"", ""Sunny"", ""Clear Skies (partially obscured by haze)""]","success","","gs://karlcam-fog-data/images/fogcam_20250829_003138.jpg","2025-08-29T00:31:40.730228Z"
"37","10","montara-mountain","2025-08-29T00:31:41.337577Z","montara-mountain_20250829_003141.jpg","15","Light Fog","0.8","A light layer of fog or mist is visible obscuring the tops of the mountains in the background. The lower areas and foreground are clear. Visibility is reduced but not significantly.","8000","[""Light Fog"", ""Partly Cloudy""]","success","","gs://karlcam-fog-data/images/montara-mountain_20250829_003141.jpg","2025-08-29T00:31:44.183068Z"
"38","11","caltrans-i80-us101","2025-08-29T16:01:30.711296Z","caltrans-i80-us101_20250829_160130.jpg","20","Light Fog","0.8","The image shows a slight haziness reducing contrast and visibility. Distant buildings and features appear somewhat muted and less sharp than they would on a clear day.  The overall scene is not obscured, but a thin layer of fog is apparent.  The color palette is slightly desaturated.","1000-2000 meters","[""Light Fog"", ""Overcast""]","success","","gs://karlcam-fog-data/images/caltrans-i80-us101_20250829_160130.jpg","2025-08-29T16:01:35.413349Z"
"39","11","marina-district","2025-08-29T16:01:35.762009Z","marina-district_20250829_160135.jpg","20","Light Fog","0.8","The image shows a somewhat hazy atmosphere.  The Golden Gate Bridge and surrounding hills are visible, but lack sharp detail and appear slightly muted in color. The overall appearance suggests a light fog reducing contrast and clarity.","5000 meters","[""Light Fog"", ""Overcast""]","success","","gs://karlcam-fog-data/images/marina-district_20250829_160135.jpg","2025-08-29T16:01:38.036734Z"
"40","11","pacifica-pier","2025-08-29T16:01:38.45352Z","pacifica-pier_20250829_160138.jpg","10","Clear","0.95","The image shows a clear view of the ocean, pier, and shoreline.  There is some overcast, but no visible fog reducing visibility. Distant objects are clearly visible.","10000+","[""Overcast"", ""Clear""]","success","","gs://karlcam-fog-data/images/pacifica-pier_20250829_160138.jpg","2025-08-29T16:01:40.711506Z"
"41","11","fogcam","2025-08-29T16:01:41.562471Z","fogcam_20250829_160141.jpg","15","Light Fog","0.8","The image shows a slightly hazy sky with reduced contrast and a muted overall appearance.  Visibility is reduced, but not significantly. Distant objects are visible, though slightly less sharp than they would be on a clear day.  There is no significant obscuration of objects.","1000-2000 meters","[""Light Fog"", ""Overcast""]","success","","gs://karlcam-fog-data/images/fogcam_20250829_160141.jpg","2025-08-29T16:01:43.981919Z"
"42","11","montara-mountain","2025-08-29T16:01:44.552109Z","montara-mountain_20250829_160144.jpg","25","Light Fog","0.8","A light layer of fog is visible in the distance, obscuring the details of the mountains.  The fog appears to be relatively thin as the mountains and sky are still visible, though somewhat muted.","1000-2000 meters","[""Light Fog"", ""Cloudy"", ""Overcast""]","success","","gs://karlcam-fog-data/images/montara-mountain_20250829_160144.jpg","2025-08-29T16:01:47.928946Z"
"43","12","caltrans-i80-us101","2025-08-29T16:31:30.514649Z","caltrans-i80-us101_20250829_163130.jpg","25","Light Fog","0.8","The image shows a slight haze or light fog reducing contrast and visibility. Distant buildings and features appear somewhat muted and less sharp than they would in clear conditions.  The overall image is still relatively bright, indicating the fog is not dense.","800-1500 meters","[""Light Fog"", ""Overcast""]","success","","gs://karlcam-fog-data/images/caltrans-i80-us101_20250829_163130.jpg","2025-08-29T16:31:34.54129Z"
"44","12","marina-district","2025-08-29T16:31:34.853805Z","marina-district_20250829_163134.jpg","5","Light Fog","0.8","The image shows a slight haziness, reducing contrast and slightly obscuring the distant hills and parts of the Golden Gate Bridge.  The overall clarity is good, but there is a subtle veil of fog present.","8000","[""Light Fog"", ""Clear Skies""]","success","","gs://karlcam-fog-data/images/marina-district_20250829_163134.jpg","2025-08-29T16:31:37.977354Z"
"45","12","pacifica-pier","2025-08-29T16:31:38.415146Z","pacifica-pier_20250829_163138.jpg","10","Light Fog","0.8","The image shows a slightly hazy sky and a somewhat reduced contrast in the distant view.  The overall visibility is good, but there is a subtle reduction in clarity, suggesting light fog or mist.","5000 meters","[""Overcast"", ""Light Fog"", ""Calm""]","success","","gs://karlcam-fog-data/images/pacifica-pier_20250829_163138.jpg","2025-08-29T16:31:40.614144Z"
"46","12","fogcam","2025-08-29T16:31:41.379996Z","fogcam_20250829_163141.jpg","10","Light Fog","0.8","The image shows a slight haziness in the distance, reducing the contrast and sharpness of distant objects.  The sky is a fairly bright, light grayish-white, suggesting some atmospheric scattering, but not significantly obscuring the view. Objects in the foreground are clear. The overall effect is suggestive of a light fog layer.","1000-2000 meters","[""Light Fog"", ""Overcast""]","success","","gs://karlcam-fog-data/images/fogcam_20250829_163141.jpg","2025-08-29T16:31:43.629096Z"
"47","12","montara-mountain","2025-08-29T16:31:44.312123Z","montara-mountain_20250829_163144.jpg","30","Light Fog","0.8","The image shows a light fog obscuring the distant mountains.  The fog is not dense enough to significantly impair visibility at closer ranges, but it reduces the clarity and sharpness of the distant landscape. The lower areas appear relatively clear.","2000 meters","[""Light Fog"", ""Overcast""]","success","","gs://karlcam-fog-data/images/montara-mountain_20250829_163144.jpg","2025-08-29T16:31:47.525193Z"
"48","13","caltrans-i80-us101","2025-08-29T17:01:50.656861Z","caltrans-i80-us101_20250829_170150.jpg","15","Light Fog","0.8","The image shows a slightly hazy or misty condition.  Visibility is reduced somewhat, but distant objects are still clearly discernible. There's a general haziness reducing contrast, particularly in the mid-ground and background.","1000-2000 meters","[""Light Fog"", ""Overcast""]","success","","gs://karlcam-fog-data/images/caltrans-i80-us101_20250829_170150.jpg","2025-08-29T17:01:54.354246Z"
"49","13","marina-district","2025-08-29T17:01:54.677399Z","marina-district_20250829_170154.jpg","5","Clear","0.95","The image shows the Golden Gate Bridge with excellent visibility.  The bridge, hills, and water are all clearly visible with sharp details. There is no haze or reduction in contrast that would suggest fog.",">10000","[""Clear""]","success","","gs://karlcam-fog-data/images/marina-district_20250829_170154.jpg","2025-08-29T17:01:57.454451Z"
"50","13","pacifica-pier","2025-08-29T17:01:57.905214Z","pacifica-pier_20250829_170157.jpg","10","Clear","0.95","The image shows a clear view of the ocean, pier, and shoreline.  There is no visible fog obscuring distant objects. The sky is overcast but this is not fog. Visibility appears excellent.","10000+","[""Overcast"", ""Clear""]","success","","gs://karlcam-fog-data/images/pacifica-pier_20250829_170157.jpg","2025-08-29T17:02:00.481162Z"
"51","13","fogcam","2025-08-29T17:02:01.351675Z","fogcam_20250829_170201.jpg","10","Light Fog","0.8","The image shows a slightly hazy sky and a reduction in contrast and sharpness in the distant buildings.  While visibility is not significantly impaired, a subtle veil of fog appears to be present.","5000 meters","[""Light Fog"", ""Overcast""]","success","","gs://karlcam-fog-data/images/fogcam_20250829_170201.jpg","2025-08-29T17:02:03.442043Z"
"52","13","montara-mountain","2025-08-29T17:02:04.067382Z","montara-mountain_20250829_170204.jpg","20","Light Fog","0.8","The image shows a light layer of fog or mist obscuring the distant hills.  The fog does not appear to significantly reduce visibility at closer distances.  The details on the hills are somewhat muted, and there's a slight haziness, indicating the presence of some moisture in the air. The foreground objects are clearly visible.","2000 meters","[""Light Fog"", ""Overcast""]","success","","gs://karlcam-fog-data/images/montara-mountain_20250829_170204.jpg","2025-08-29T17:02:07.287642Z"
"53","14","caltrans-i80-us101","2025-08-29T17:31:22.952013Z","caltrans-i80-us101_20250829_173122.jpg","10","Light Fog","0.7","A slight haziness is visible, reducing contrast slightly in the distance.  Buildings further away appear somewhat muted, but details remain largely discernible.  The overall scene is not significantly obscured.","1000 meters","[""Light Fog"", ""Overcast""]","success","","gs://karlcam-fog-data/images/caltrans-i80-us101_20250829_173122.jpg","2025-08-29T17:31:26.337936Z"
"54","14","marina-district","2025-08-29T17:31:26.639881Z","marina-district_20250829_173126.jpg","5","Clear","0.9","The image shows the Golden Gate Bridge with clear visibility.  There is no noticeable haze or reduction in visibility affecting the bridge or surrounding landscape. The colors are vibrant and details are sharp.",">10000","[""Clear""]","success","","gs://karlcam-fog-data/images/marina-district_20250829_173126.jpg","2025-08-29T17:31:28.636017Z"
"55","14","pacifica-pier","2025-08-29T17:31:29.051205Z","pacifica-pier_20250829_173129.jpg","10","Clear","0.95","The image shows a clear view of the ocean, pier, and shoreline.  There is no visible haze or reduction in visibility due to fog.  The sky is overcast, but this is not indicative of fog.","10000+","[""Overcast"", ""Clear""]","success","","gs://karlcam-fog-data/images/pacifica-pier_20250829_173129.jpg","2025-08-29T17:31:31.650931Z"
"56","14","fogcam","2025-08-29T17:31:32.459612Z","fogcam_20250829_173132.jpg","10","Light Fog","0.8","The image shows a slight haziness in the distance, reducing the contrast and sharpness of distant buildings.  Visibility is slightly reduced, but objects are still clearly discernible. The sky is a light, somewhat muted color.","1000-2000 meters","[""Light Fog"", ""Overcast""]","success","","gs://karlcam-fog-data/images/fogcam_20250829_173132.jpg","2025-08-29T17:31:34.520512Z"
"57","14","montara-mountain","2025-08-29T17:31:35.128823Z","montara-mountain_20250829_173135.jpg","30","Light Fog","0.8","The mountains in the background are partially obscured by a light fog or mist.  The fog appears to be more concentrated in the valleys and lower elevations, while the higher peaks are relatively clear. Visibility is reduced but not severely impacted.","1000-2000 meters","[""Light Fog"", ""Overcast"", ""Cloudy""]","success","","gs://karlcam-fog-data/images/montara-mountain_20250829_173135.jpg","2025-08-29T17:31:38.269882Z"
"58","15","caltrans-i80-us101","2025-08-29T18:01:18.7127Z","caltrans-i80-us101_20250829_180118.jpg","20","Light Fog","0.8","A slight haziness is visible, reducing contrast and clarity, particularly in the distance.  Buildings in the background appear slightly muted and less sharp than they would in clear conditions. However, visibility is still relatively good, with objects clearly discernible across most of the image.","1000-2000 meters","[""Light Fog"", ""Overcast""]","success","","gs://karlcam-fog-data/images/caltrans-i80-us101_20250829_180118.jpg","2025-08-29T18:01:22.525686Z"
"59","15","marina-district","2025-08-29T18:01:22.830342Z","marina-district_20250829_180122.jpg","0","Clear","1","The image shows excellent visibility. The Golden Gate Bridge, surrounding hills, and a ship in the bay are all clearly visible with sharp details and no haziness or reduction in contrast.  The sky is also clear.",">10000","[""Clear""]","success","","gs://karlcam-fog-data/images/marina-district_20250829_180122.jpg","2025-08-29T18:01:25.080985Z"
"60","15","pacifica-pier","2025-08-29T18:01:25.568426Z","pacifica-pier_20250829_180125.jpg","5","Clear","0.9","The image shows a clear view of the ocean, pier, and surrounding area.  There is no visible haze or reduction in visibility that would indicate fog. The sky is overcast, but this is not fog.  Objects in the distance are clearly visible.","10000+","[""Overcast"", ""Clear""]","success","","gs://karlcam-fog-data/images/pacifica-pier_20250829_180125.jpg","2025-08-29T18:01:27.840897Z"
"61","15","fogcam","2025-08-29T18:01:28.630921Z","fogcam_20250829_180128.jpg","10","Light Fog","0.8","The image shows a slightly hazy sky, reducing the contrast and sharpness of distant objects.  Visibility seems reduced, but not significantly.  There's a slight milky appearance to the sky and distant buildings appear somewhat muted.","2000 meters","[""Light Fog"", ""Overcast""]","success","","gs://karlcam-fog-data/images/fogcam_20250829_180128.jpg","2025-08-29T18:01:31.02432Z"
"62","15","montara-mountain","2025-08-29T18:01:31.682596Z","montara-mountain_20250829_180131.jpg","30","Light Fog","0.8","The mountains in the background are partially obscured by a light layer of fog or mist.  Visibility is reduced, but not severely.  The fog appears to be primarily at higher elevations. Closer objects are clearly visible.","1000-2000 meters","[""Light Fog"", ""Overcast""]","success","","gs://karlcam-fog-data/images/montara-mountain_20250829_180131.jpg","2025-08-29T18:01:35.060904Z"
"63","16","caltrans-i80-us101","2025-08-29T18:32:23.6198Z","caltrans-i80-us101_20250829_183223.jpg","15","Light Fog","0.8","The image shows a slight haziness, reducing contrast and clarity, particularly in the distant buildings.  Visibility is still good, with distant structures visible, but there's a noticeable reduction in sharpness and detail compared to a perfectly clear day.  The haziness appears more like a light fog or haze than a dense fog.","1000-2000 meters","[""Light Fog"", ""Overcast""]","success","","gs://karlcam-fog-data/images/caltrans-i80-us101_20250829_183223.jpg","2025-08-29T18:32:27.661761Z"
"64","16","marina-district","2025-08-29T18:32:27.96425Z","marina-district_20250829_183227.jpg","0","Clear","1","The image shows excellent visibility. The Golden Gate Bridge, surrounding hills, and water are all clearly visible with no haze or reduction in clarity.  The sky is also clear and bright.",">10000","[""clear"", ""good visibility""]","success","","gs://karlcam-fog-data/images/marina-district_20250829_183227.jpg","2025-08-29T18:32:30.30326Z"
"65","16","pacifica-pier","2025-08-29T18:32:30.768419Z","pacifica-pier_20250829_183230.jpg","10","Clear","0.95","The image shows a clear view of the ocean, pier, and surrounding area.  There is some cloud cover, but no visible fog obscuring visibility.  Objects are clearly defined at a distance. The horizon is easily discernible.","10000+","[""Overcast"", ""Clear""]","success","","gs://karlcam-fog-data/images/pacifica-pier_20250829_183230.jpg","2025-08-29T18:32:33.148541Z"
"66","16","fogcam","2025-08-29T18:32:34.193424Z","fogcam_20250829_183234.jpg","0","Clear","1","The image shows a clear blue sky with excellent visibility.  There are no visual indicators of fog, such as reduced visibility, hazy conditions, or a milky appearance in the air.",">10000","[""Clear"", ""Sunny""]","success","","gs://karlcam-fog-data/images/fogcam_20250829_183234.jpg","2025-08-29T18:32:36.9222Z"
"67","16","montara-mountain","2025-08-29T18:32:37.564697Z","montara-mountain_20250829_183237.jpg","15","Light Fog","0.8","There is a slight haze or light fog visible in the distance, obscuring the details of the distant mountains. The closer objects are clearly visible.  The sky is mostly cloudy but not obscurred by fog.","5000 meters","[""Cloudy"", ""Light Fog"", ""Possible Mountain Fog""]","success","","gs://karlcam-fog-data/images/montara-mountain_20250829_183237.jpg","2025-08-29T18:32:40.745268Z"
